ages 40-44,0.03737,0.03802038020380204,0.03732,0.03607,0.036960739214784294,0.03761,0.03889,0.04138041380413804,0.042800856017120345,0.039331179935398065,0.03697963020369796,0.03195063901278026,0.03091,0.02837,0.027840278402784028,0.027490274902749027,0.027050270502705028,0.022950229502295024,0.02059,0.015440154401544016,0.0112,0.0101,0.0108,0.008899911000889991,0.0074100741007410076,0.005539944600553994,0.00436
ages 35-39,0.02823,0.029160291602916028,0.03076,0.03073,0.029730594611892237,0.03287,0.03514,0.035800358003580036,0.038240764815296306,0.03424102723081692,0.03280967190328097,0.027910558211164224,0.02813,0.02543,0.025790257902579026,0.025000250002500026,0.025890258902589027,0.02011020110201102,0.01687,0.012060120601206013,0.0078,0.00704,0.00707,0.006099939000609994,0.004930049300493005,0.0035399646003539966,0.00306
ages 30-34,0.03045,0.031340313403134035,0.03222,0.03142,0.029080581611632232,0.0304,0.03102,0.031610316103161035,0.03425068501370027,0.028810864325929778,0.02897971020289797,0.024220484409688194,0.02565,0.02347,0.023780237802378024,0.023340233402334022,0.026960269602696027,0.01917019170191702,0.01504,0.01037010370103701,0.00599,0.00517,0.00509,0.004449955500444996,0.0034700347003470034,0.0025199748002519974,0.00269
ages 25-29,0.02612,0.026580265802658026,0.02934,0.0289,0.02616052321046421,0.02855,0.02737,0.027530275302753027,0.029170583411668234,0.024510735322059662,0.025049749502504975,0.022280445608912177,0.02439,0.02279,0.023570235702357025,0.024270242702427024,0.02869028690286903,0.01943019430194302,0.01476,0.009890098900989009,0.00487,0.00419,0.00402,0.0037299627003729964,0.002760027600276003,0.002369976300236998,0.00253
ages 20-24,0.02323,0.023190231902319024,0.02649,0.02525,0.022700454009080183,0.02742,0.02617,0.024580245802458024,0.024600492009840196,0.022310669320079603,0.022939770602293977,0.021050421008420167,0.02216,0.02175,0.023700237002370023,0.024550245502455024,0.02956029560295603,0.02032020320203202,0.0153,0.01055010550105501,0.00456,0.00385,0.00387,0.003179968200317997,0.0024700247002470027,0.0024599754002459975,0.00218
ages 15-19,0.01925,0.01942019420194202,0.02328,0.02185,0.018280365607312145,0.02236,0.02047,0.01768017680176802,0.01765035300706014,0.01710051301539046,0.01898981010189898,0.016580331606632134,0.01636,0.01715,0.018370183701837017,0.019780197801978018,0.02195021950219502,0.015250152501525015,0.01138,0.007060070600706007,0.00356,0.00322,0.00316,0.002309976900230998,0.0017400174001740017,0.0015499845001549985,0.0012
ages 10-14,0.02031,0.01972019720197202,0.02653,0.02292,0.01763035260705214,0.02178,0.01973,0.016280162801628015,0.016650333006660134,0.016090482714481436,0.01979980200197998,0.015590311806236126,0.0153,0.0159,0.014460144601446014,0.013860138601386013,0.012850128501285012,0.008650086500865009,0.00622,0.0036100361003610034,0.00194,0.00152,0.00129,0.0008699913000869992,0.0006900069000690007,0.0005299947000529995,0.00046
ages 5-9,0.0424,0.04226042260422604,0.05157,0.0448,0.03493069861397228,0.03987,0.03575,0.028090280902809028,0.02760055201104022,0.028830864925947778,0.040449595504044956,0.03313066261325227,0.03238,0.03132,0.025180251802518025,0.018390183901839018,0.015500155001550015,0.00980009800098001,0.00678,0.004280042800428005,0.00254,0.00199,0.00147,0.0008099919000809992,0.0006100061000610006,0.00042999570004299955,0.00034
ages 0-4,0.3272,0.3322233222332223,0.34204,0.31764,0.2974859497189944,0.31404,0.29654,0.25348253482534827,0.249514990299806,0.23216696500895026,0.24491755082449176,0.23371467429348586,0.21576,0.18801,0.16264162641626417,0.13068130681306814,0.1034010340103401,0.07995079950799508,0.0606,0.036340363403634036,0.0225,0.01663,0.01098,0.007629923700762992,0.005440054400544006,0.0035999640003599965,0.00287
Years,1751-1759,1760-1769,1770-1779,1780-1789,1790-1799,1800-1809,1810-1819,1820-1829,1830-1839,1840-1849,1850-1859,1860-1869,1870-1879,1880-1889,1890-1899,1900-1909,1910-1919,1920-1929,1930-1939,1940-1949,1950-1959,1960-1969,1970-1979,1980-1989,1990-1999,2000-2009,2010-2018
Life expectancy at 0,36.38,35.76,33.26,35.98,38.77,35.77,37.51,41.46,41.24,43.61,41.88,44.89,46.68,49.75,52.15,55.25,56.89,61.67,64.54,68.83,72.29,73.75,75.02,76.70,78.62,80.52,82.08
